"table","column","type","filled","rows_in_table","name_in_export","classification","approved_by","approved_date","note"
"treatments.parquet","flag_no_withdrawal_date","logical",4623,4895,FALSE,"derived",,,
"treatments.parquet","flag_reference_animal","logical",36,4895,FALSE,"derived",,,
"treatments.parquet","flag_unclassified_disease","logical",0,4895,FALSE,"derived",,,
"treatments.parquet","flag_unclassified_drug","logical",0,4895,FALSE,"derived",,,
"treatments.parquet","lot_number","character",58,4895,TRUE,"sourced",,,
"treatments.parquet","manufacturer","character",92,4895,TRUE,"sourced",,,
"treatments.parquet","medication","character",4895,4895,TRUE,"sourced",,,
"treatments.parquet","route","character",2873,4895,TRUE,"sourced",,,
"treatments.parquet","sex","character",4859,4895,TRUE,"sourced",,,
"treatments.parquet","temperature","numeric",270,4895,TRUE,"sourced",,,
"treatments.parquet","treatment_date","Date",4895,4895,TRUE,"sourced",,,
"treatments.parquet","withdrawal_date","Date",272,4895,TRUE,"sourced",,,
